question_id,source_key,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,origin,content_sha256,raw_form_sha256
b470,aragon|2017|reserva-especifica|108,Aragón,2017,aparato-digestivo,reserva-especifica,470,"Paciente de 64 años, cirrosis alcohólica, creatinina de 3 mg/dl, ascitis, y no mejoría tras expansión plasmática; sin proteinuria ni hematuria, con ecografía renal normal, y baja eliminación de sodio. Describa como será su situación hemodinámica.",Resistencia vascular sistémica aumentada con gasto cardíaco disminuido y filtrado glomerular alto.,"Resistencia vascular disminuida, gasto cardíaco bajo y filtrado glomerular disminuido.","Resistencia sistémica aumentada, gasto cardíaco alto y filtrado glomerular disminuido.","Resistencia vascular baja, gasto cardíaco alto y filtrado glomerular disminuido.",b,"Resistencia vascular disminuida, gasto cardíaco bajo y filtrado glomerular disminuido.",clinical_case,39,AD_ARAGON_2017__EXAM__exam__cuadernillo-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-realizado-el.pdf,AD_ARAGON_2017__ANSWER_KEY__answer-key__plantilla-de-respuestas-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-.pdf,retained318,aea7fb390460df2a056601dd65444eb52370a0042a5fe4005d0bd7fd4f0dc6bf,80fc43bebf803761c3812d76f89ffd3ea0469665935aeb10b91a545e58ac9ad4
b471,comunidad-de-madrid|2021|main|37,Comunidad de Madrid,2021,aparato-digestivo,main,471,En una de las siguientes situaciones clínicas NO se recomienda iniciar tratamiento antiviral para la hepatitis B:,Paciente trasplantado renal con HBsAg (+) y carga del VHB indetectable.,Paciente con cirrosis hepática con HBsAg (+) y carga del VHB indetectable.,"Mujer embarazada en el tercer trimestre de gestación, HBsAg (+) y ADN-VHB > 200.000 UI/mL.",Paciente trasplantado hepático con anti-HBs (-) y donante anti-HBc.,b,Paciente con cirrosis hepática con HBsAg (+) y carga del VHB indetectable.,negated,8,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,e8a6a944ac1318324825d463322d132d1aece0e15b584119a5aa4ca44304fcb0,2650cfb326cd2941c4aaaf58d5376d9de307d5592ab2b66935e08334f626638d
b472,galicia|2019|reserva-especifica|103,Galicia,2019,aparato-digestivo,reserva-especifica,472,"En el estudio ampliado de diarrea crónica para descartar causas neuroendocrinas, se deben solicitar todas las siguientes determinaciones, EXCEPTO:",Cromogranina A.,Calcitonina.,Gastrina.,Insulina.,d,Insulina.,negated,20,AD_GALICIA_OPE_2019__EXAM__gal-05__cas-especifico-digestivo-20210925132858-cas-pdf.pdf,AD_GALICIA_OPE_2019__CORRECTION__gal-07__fea-aparello-dixestivo-20211214124928-cas-pdf.pdf,retained318,0cbe64f25c5d1e04445df23e5e44ce6812b719ca2721ce7e620fd694092e1e34,7027b6d1757aa63db51dd200a243a7960c8e8fdb73de9c9ab7cf8c5b565d5509
b473,andalucia|2022|cuestionario-practico|102,Andalucía,2022,aparato-digestivo,cuestionario-practico,473,"Paciente varón de 69 años, diagnosticado de cirrosis hepática de causa etílica. Dos años antes había ingresado por un primer episodio de ascitis que fue bien controlado, favorecido por un periodo subsiguiente de abstinencia alcohólica. En sus antecedentes se incluye diabetes de tipo 2 que trataba con hipoglucemiantes orales y broncopatía crónica en relación con su condición de fumador activo de 2 paquetes diarios hasta hacía 6 meses. Acude a Urgencias por distensión abdominal intensa por acumulación de ascitis, reconociendo una clara recaída del consumo abusivo de alcohol. Tiene aceptable
estado general, se observa pérdida notable de masa muscular, la TA era de 110/60 mmHg y no tenía fiebre. En el examen físico se apreció ictericia leve de piel, estigmas cutáneos de cirrosis y una discreta bradipsiquia. En análisis destacan los siguientes datos: Hb 8.7 gr/dl, VCM 112, leucocitos 2.700/mm³, plaquetas 70.000/mm³. Glucemia 131 mg/dl, sodio sérico de 129 mEq/L, creatinina 1.8 mg/dl, bilirrubina total 3.5 mg/dl, albúmina 2.6 gr/dl, actividad de protrombina de 45%, AST 80 UI/L, ALT 30 UI/L, GGT 567 UI/L, FA 152 IU/L. HBsAg negativo, Ac-HBc positivos, Ac-VHC negativos.

Durante las primeras 24 horas de ingreso se comprueba una escasa diuresis (550 cc), la función renal se deteriora (creatinina 2.8 mg/dl) y se agrava la hiponatremia (122 mEq/L). Se recibe resultado del líquido ascítico y se constata un recuento de polimorfonucleares de 914/mm³. ¿Cuál de las siguientes afirmaciones es correcta?",Ante el empeoramiento de la hiponatremia es recomendable iniciar una perfusión con altas dosis de furosemida para forzar un balance negativo de líquidos.,En ausencia de fiebre debería retrasarse el tratamiento antibiótico hasta disponer de resultados de cultivo del líquido ascítico.,Debe realizarse una paracentesis de un volumen no superior a 5 litros con reposición de albúmina.,El deterioro de la función renal justificaría la consideración de una biopsia renal para descartar una nefropatía IgA asociada.,c,Debe realizarse una paracentesis de un volumen no superior a 5 litros con reposición de albúmina.,,27,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__EXAM__12__revisado-56007-fea-aparato-digestivo-final-pdf.pdf,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__CORRECTION__14__def-feaapdigestivo-sas-2023-pdf.pdf,retained318,6fc9f2370de10eacd0a300b0f484c56c9254cb012f95d0317da7d1aaed4b7870,76b3ce674f71f167a78cab5c6c6ab52356e88ae2311ef6e098be7e6c91bfc40d
b474,la-rioja|2021|reserva|105,La Rioja,2021,aparato-digestivo,reserva,474,¿Cuál de los siguientes está descrito como factor de riesgo en enfermedad de Crohn y protector en colitis ulcerosa?,Infección por H.pylori.,Apendicectomía.,Lactancia materna.,Todos los anteriores.,b,Apendicectomía.,,38,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,retained318,1ae1bb7beae2e204d89824c39d30d802e2b7242ca5c01b18671d88c01d2e1d96,fe55acce632a787a7ad6143ff44692000b846df8636ad6f35634792aa17c80ad
b475,castilla-y-leon|2019|reserva-especifica|161,Castilla y León,2019,aparato-digestivo,reserva-especifica,475,Señale la respuesta INCORRECTA con respecto al uso de azatioprina en la enfermedad inflamatoria intestinal:,"Se ha relacionado con tumores de piel no melanocíticos, de tracto urinario y linfomas.","La determinación previa de la actividad de la tiopurina metiltransferasa (TPMT) no es imprescindible, pero permite mayor seguridad inicial.",En caso de pacientes HBsAg positivos con carga viral VHB indetectable se recomienda seguimiento estrecho sin necesidad de tratamiento antiviral.,Se recomienda evitar su uso en pacientes con serología negativa para virus Epstein Barr (VEB,c,En caso de pacientes HBsAg positivos con carga viral VHB indetectable se recomienda seguimiento estrecho sin necesidad de tratamiento antiviral.,negated,36,AD_CASTILLA_Y_LEON_2019__EXAM__044_exam_examen-le-aparato-digestivo-orden-san-139-2020.pdf,AD_CASTILLA_Y_LEON_2019__ANSWER_KEY__045_answer-key_plantilla-respuestas-correctas-l-e-aparato-digestivo-orden-s.pdf,retained318,a320d1a5a890e98e60a652b7d92a56df687e0a6664f84bef458c83b6bfdd59cc,41c155260c5827e65ffc0559ba744e4483693dfea3f92fbc32e67da32321eba6
b478,la-rioja|2021|reserva|102,La Rioja,2021,aparato-digestivo,reserva,478,Dentro de las modificaciones en la actual Clasificación de Chicago versión 4.0 (CCv4.0) es falso:,Se requiere una evaluación manométrica y no manométrica adicional para llegar a un diagnóstico concluyente y procesable de obstrucción al flujo de salida de la unión esófago-gástrica (EGJOO).,El espasmo esofágico distal y esófago hipercontráctil son tres patrones manométricos que deben ir acompañados de síntomas esofágicos obstructivos de disfagia y / o dolor torácico no cardíaco para que se consideren clínicamente relevantes.,"El protocolo manométrico estandarizado idealmente incluye posición supina no considerando necesarios estudios en posición erguida, y sí se considera necesario realizar maniobras manométricas adicionales como las degluciones múltiples rápidas habitual y de sobrecarga.",La definición de motilidad esofágica ineficaz es más estricta y ahora abarca la perístasis fragmentada.,c,"El protocolo manométrico estandarizado idealmente incluye posición supina no considerando necesarios estudios en posición erguida, y sí se considera necesario realizar maniobras manométricas adicionales como las degluciones múltiples rápidas habitual y de sobrecarga.",negated,37,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,retained318,1ed9ffeeb41da57a6331f6b325045d302818c93f61d5dd4a80cd1a40b7118b07,e54e262b57c8e900096a75bce188b764622c8f1ee4076123e079fa49c4b48d7f
b479,castilla-la-mancha|2017|main|88,Castilla-La Mancha,2017,aparato-digestivo,main,479,"En relación con la hepatitis alcohólica aguda, señale la errónea","Los pacientes suelen haber presentado un consumo excesivo de alcohol un mínimo de 6 meses, con un período de abstinencia inferior a 2 meses antes del diagnóstico de hepatitis alcohólica aguda.","Los hallazgos analíticos habituales ofrecen una Bilirrubina total > 3 mg/dl, AST/ALT > 1.5 y cifras de AST y ALT inferiores a 400 UI/ml.","No es preciso descartar el cuadro de ""acute on chronic liver failure"" dada su escasa incidencia en este tipo de pacientes.","Siempre en preciso descartar patología biliar, hepatitis virales, autoinmunes y E. Wilson mediante los test habituales diagnósticos.",c,"No es preciso descartar el cuadro de ""acute on chronic liver failure"" dada su escasa incidencia en este tipo de pacientes.",,16,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,eb405013f97b498f0f4be2c997fa7a3ff0ad78c54810e5e76fcdf2416600d143,293ef0cd7da374a67dc652a3478fef9c9eb3d21a77aa16bbddf7fee03bf26018
b480,castilla-y-leon|2019|main|66,Castilla y León,2019,aparato-digestivo,main,480,¿Cuál es el tratamiento de elección en un paciente con carcinoma hepatocelular en estadio inicial(A) de la BCLC con función hepática conservada con tres nódulos menores de 3 cms y con enfermedades crónicas asociadas?,Resección quirúrgica,Ablación,Quimioembolización transarterial,Tratamiento sistémico,b,Ablación,,15,AD_CASTILLA_Y_LEON_2019__EXAM__044_exam_examen-le-aparato-digestivo-orden-san-139-2020.pdf,AD_CASTILLA_Y_LEON_2019__ANSWER_KEY__045_answer-key_plantilla-respuestas-correctas-l-e-aparato-digestivo-orden-s.pdf,retained318,24a82aa2f7df568f2ea2cfb30e69d4c2479dec13a88cb6efa6a36e282ee718e1,8e494e8b41af0b2e74490790ba75b11c436cd7ecf51641286f7ef23a5f436b17
b481,galicia|2016|reserva-especifica|101,Galicia,2016,aparato-digestivo,reserva-especifica,481,"La hemorragia por varices esofago-gástricas es una de las principales complicaciones de la cirrosis con hipertensión portal. Se recomienda en pacientes cirróticos la realización de gastroscopia de cribado para detección de varices y valoración de profilaxis primaria. Tras la realización de gastroscopia de cribado, ¿en qué situación no contemplarías la profilaxis primaria?",Cirrosis con varices esofágicas grandes.,Cirrosis grado C 12 de Child-Pugh con presencia de varices esofágicas pequeñas.,Cirrosis sin varices esofágicas con varices gástricas.,Paciente EPOC con cirrosis grado A de Child-Pugh y varices pequeñas.,d,Paciente EPOC con cirrosis grado A de Child-Pugh y varices pequeñas.,,24,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,retained318,f337a8f2d2e21e657a764eaeab15259bf9059381b19f91959d164ae331e38d29,75f08593cc7827da6e5d98e1adbf938c39a0093f78a1435689a5ca856534a131
b483,castilla-la-mancha|2017|main|96,Castilla-La Mancha,2017,aparato-digestivo,main,483,El cociente que resulta de dividir un número de acontecimientos sucedidos durante un periodo de tiempo por la población media existente durante ese periodo de tiempo es la definición de,Proporción,Razón,Tasa,Hazard ratio,c,Tasa,,17,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,d1e58c57b55d1ac4e887da88c409372fa70805988fdc211ab2785d4fea09c168,0ea5b899409ddb3b5eefef7bb92e97ae859f267ca87ada59c048a9eb0b95c34c
b484,andalucia|2022|cuestionario-practico|150,Andalucía,2022,aparato-digestivo,cuestionario-practico,484,"Varón de 26 años con cuadro diarreico de tres meses de evolución y cansancio fácil. Aporta una analítica realizada por su médico de atención primaria con una hemoglobina de 9,5 g/dl, con una ferritina de 10 mcg/dl y un índice de saturación de la transferrina del 5%. El test de sangre oculta en heces resultó negativo.

A los 10 años, el paciente acude a consulta refiriendo haber estado asintomático realizando dieta sin gluten estricta, y con estudios serológicos repetidos negativos, hasta que hace unos 6 meses reaparece la diarrea, ahora con episodios de dolor abdominal, habiendo perdido unos 7 kg de peso. Se repite la endoscopia que encontró atrofia vellositaria con úlceras fibrinadas en el duodeno con distorsión de los pliegues; se tomaron biopsias que son informadas como ""infiltración intraepitelial por linfocitos en más de 50 linfocitos por cada 100 enterocitos, con un fenotipo mostrando reordenamientos monoclonales del gen TCRγ. En la TC se apreció dilatación de asas intestinales con engrosamiento de la pared, con gran edema mucoso y submucoso. Su sospecha diagnóstica sería:",Se trata de forma inequívoca de un Linfoma de Células T asociado a enteropatía.,Podría tratarse de un Linfoma B difuso de intestino.,No se puede descartar una enteropatía tipo Yeyunoileítis Ulcerativa.,Podría tratarse de una Celiaquía Refractaria tipo I.,c,No se puede descartar una enteropatía tipo Yeyunoileítis Ulcerativa.,,42,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__EXAM__12__revisado-56007-fea-aparato-digestivo-final-pdf.pdf,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__CORRECTION__14__def-feaapdigestivo-sas-2023-pdf.pdf,retained318,f7158add7fb0b4a758588cf6079373b4b1b9aed32d2acfc19a15f928a0d4f222,c81d4b3397a95a6c6203aa8287359114fc9604103424a0c5d391dd116f2a6fe3
b485,castilla-la-mancha|2017|main|5,Castilla-La Mancha,2017,aparato-digestivo,main,485,"Según la Clasificación de Chicago, la acalasia esofágica se divide en tres subgrupos. Señale la respuesta correcta","En la acalasia tipo III o espástica, a la falta de relajación adecuada de la UGE (mediana de IRP >15 mmHg) se asocia peristalsis anormal con contracciones prematuras (espásticas) con DCI > 400 mmHg/s/cm en ≥ 30% de las degluciones.","La acalasia tipo I se caracteriza por una mediana de IRP elevada (> 15 mmHg), 100% peristalsis fallida y presurización panesofágica ≥ 20% de las degluciones.",La acalasia tipo I se caracteriza por una mediana de IRP elevada (> 15 mmHg) y un 100% de contracciones con una integral contráctil distal (DCI) < 100 mmHg/s/cm.,La acalasia tipo II es aquella que asocia una IRP>15 mm de Hg con peristalsis anormal y contracciones prematuras (espásticas) con DCI > 450 mmHg/s/cm en ≥ 30% de las degluciones.,c,La acalasia tipo I se caracteriza por una mediana de IRP elevada (> 15 mmHg) y un 100% de contracciones con una integral contráctil distal (DCI) < 100 mmHg/s/cm.,,2,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,b4e875f7327e22407a4c46822ab588c405fc74e34bfb07297f764c84855b9299,28524ad1b8a291ce85fe4f96d4df342a6eb7f03d13ff5884e7efe658ce3624b2
b486,galicia|2016|reserva-especifica|104,Galicia,2016,aparato-digestivo,reserva-especifica,486,Señala cuál de los factores descritos puede incrementar la posibilidad de progresión de la hepatopátia alcohólica y del desarrollo de hepatocarcinoma.,La deficiencia de Zinc y vitaminas del complejo B.,Co-infección por VHC.,La desnutrición asociada al alcoholismo.,A y B son ciertas.,b,Co-infección por VHC.,,24,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,retained318,81ae6d1559a4bbe48b73cb51a3a6794f614d58737b9eb9418233768274a8e768,a79a67311660573139ee6dc3fe215dbd38fdd2073447a79519e68bc544855a9e
b487,aragon|2017|reserva-especifica|110,Aragón,2017,aparato-digestivo,reserva-especifica,487,"En la Esclerosis Sistémica Progresiva, es cierto que:",Menos del 10% de los pacientes presentan afectación del tubo digestivo,La biopsia esofágica endoscópica establece el diagnóstico,Cuando hay alteración esofágica se afecta principalmente el músculo liso en los tercios medio e inferior esofágicos.,No hay afectación de intestino delgado y colon,c,Cuando hay alteración esofágica se afecta principalmente el músculo liso en los tercios medio e inferior esofágicos.,,39,AD_ARAGON_2017__EXAM__exam__cuadernillo-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-realizado-el.pdf,AD_ARAGON_2017__ANSWER_KEY__answer-key__plantilla-de-respuestas-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-.pdf,retained318,544b88c4dc3eab1d3390e1f190008ef1aba474b84ae02a974b5c4a15f5d7b8ba,4f5442606886aec8e7091cc856a456a9faedf4f37669805f34d342cda6d0d6ff
b489,aragon|2017|reserva-especifica|101,Aragón,2017,aparato-digestivo,reserva-especifica,489,En lo que respecta al espectro patogénico y las vías hasta ahora definidas en el desarrollo del cáncer de colon es cierto que:,"La vía convencional más frecuente en el cáncer esporádico es la de la inestabilidad de microsatélites, mientras que la menos frecuente es la de inestabilidad cromosómica.",En la vía de la inestabilidad de microsatélites la mutación más conocida es la del gen APC.,Existe una tercera vía denominada vía serrada que frecuentemente se inicia por mutación del gen BRAF o KRAS.,Las mutaciones genéticas en síndromes hereditarios son esencialmente de tipo somático y secuenciales en cadena.,c,Existe una tercera vía denominada vía serrada que frecuentemente se inicia por mutación del gen BRAF o KRAS.,,35,AD_ARAGON_2017__EXAM__exam__cuadernillo-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-realizado-el.pdf,AD_ARAGON_2017__ANSWER_KEY__answer-key__plantilla-de-respuestas-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-.pdf,retained318,1a1578bbc1f07bef966f214de9908f851a251a2df7ff89eb3ea24e4cc4fec982,f2fa7c5c36291f5d80d5dcbe3bb5d837bb7ee40d83ebbcf2696792a48be4801d
b490,aragon|2020|main|90,Aragón,2020,aparato-digestivo,main,490,"En un paciente no colecistectomizado con disfunción del esfínter de Oddi tipo III, ¿cómo están los enzimas hepáticos y el conducto biliar común?",Enzimas hepáticos alterados y conducto biliar normal.,Enzimas hepáticos normales y conducto biliar dilatado.,Enzimas hepáticos normales y conducto biliar normal.,Enzimas hepáticos alterados y conducto biliar dilatado.,c,Enzimas hepáticos normales y conducto biliar normal.,,18,AD_ARAGON_2020__EXAM__exam__cuadernillo-de-examen-y-respuestas-provisionales-2021-f.e.a-aparato-digestivo.pdf,AD_ARAGON_2020__ANSWER_KEY__answer-key__plantilla-provisional-de-respuestas-2021-f.e.a-aparato-digestivo.pdf,retained318,8084731df31c37f9922f7b957f84e0b5b503f678da044030142a57a55880b048,055f6fdfc385e77b92c5ca2d229aebe2249f6bcef967c9f99ab059778b36fecd
b493,aragon|2020|reserva-especifica|110,Aragón,2020,aparato-digestivo,reserva-especifica,493,Indique una dosis oral diaria de mesalazina para iniciar el tratamiento de un brote moderado de Colitis Ulcerosa:,1 gramo.,2 gramos.,4 gramos.,12 gramos.,c,4 gramos.,,21,AD_ARAGON_2020__EXAM__exam__cuadernillo-de-examen-y-respuestas-provisionales-2021-f.e.a-aparato-digestivo.pdf,AD_ARAGON_2020__ANSWER_KEY__answer-key__plantilla-provisional-de-respuestas-2021-f.e.a-aparato-digestivo.pdf,retained318,9972007ab263efdb3aa8b0f67ec2c8de5b8559095059440f46e6e0637c0ed21f,6fa179d5b61e849cdc287453f41eec21f8fd44ad3ed8803db964b731c16b9c52
b494,andalucia|2021|cuestionario-practico|144,Andalucía,2021,aparato-digestivo,cuestionario-practico,494,"Paciente varón de 64 años de edad con antecedentes de cirrosis hepática compensada con hipertensión portal, que acude a la consulta externa de Aparato Digestivo por dispepsia de 3 meses de evolución. Ante esta situación, se realiza una gastroscopia que revela una lesión sobre-elevada de 25 mm en cara anterior del cuerpo gástrico proximal con depresión central, no ulcerada. El estudio histopatológico de las biopsias revela un adenocarcinoma gástrico bien diferenciado.

En la ultrasonografía endoscópica realizada, se describe una lesión de 25 mm en la cara posterior del cuerpo gástrico alto que produce un engrosamiento de la 1a y 2a capa ecográficas con un área puntual milimétrica de posible invasión en la 3a capa. ¿Cuál sería el tratamiento mas adecuado para este paciente?:",Gastrectomía total abierta,Mucosectomía en fragmentos,Disección endoscópica submucosa,Gastrectomía total laparoscópica,c,Disección endoscópica submucosa,,39,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,retained318,fcdcffb675432bb04ec7fd7b8de6b5f35e678a9ae94fbdabc2306792a1ab82c6,be798aa884e84bc6160016544011e7314e90554f2e4c6c85e900f0e3b0f3b562
b498,castilla-la-mancha|2022|main|82,Castilla-La Mancha,2022,aparato-digestivo,main,498,"Atendiendo a las últimas guías españolas de diagnóstico y tratamiento del carcinoma hepatocelular (CHC) publicadas en 2021, ¿Cuál de los siguientes enunciados es falso?",Ningún tratamiento adyuvante ha demostrado eficacia en la prevención de la recurrencia tras la cirugía del CHC.,La resección quirúrgica está contraindicada en tumores mayores de 5 cm.,La alfa fetoproteína elevada es un predictor de invasión microvascular y pobre diferenciación tumoral.,Criterios como up to seven se consideran como referencia para expandir los criterios de trasplante hepático.,b,La resección quirúrgica está contraindicada en tumores mayores de 5 cm.,negated,14,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,00839531e90ed170d307795d6606d4436a9fd963a9b9c9bcd2583ff5bb1f9cea,e2df98f660056e3b6c722876d33788f5b445955293eaf1c7835dd3d53d2d1d46
b499,aragon|2020|reserva-especifica|103,Aragón,2020,aparato-digestivo,reserva-especifica,499,"Respecto a la profilaxis de la infección por citomegalovirus en el receptor de trasplante hepático, señale la respuesta INCORRECTA:",Se suele realizar con valganciclovir oral.,La duración de la misma es de un año tras el trasplante hepático.,Es una estrategia recomendable en los pacientes de alto riesgo (receptores no inmunizados que reciben el injerto de un donante seropositivo).,La profilaxis es eficaz en prevenir tanto los efectos directos como los efectos indirectos del citomegalovirus.,b,La duración de la misma es de un año tras el trasplante hepático.,negated,20,AD_ARAGON_2020__EXAM__exam__cuadernillo-de-examen-y-respuestas-provisionales-2021-f.e.a-aparato-digestivo.pdf,AD_ARAGON_2020__ANSWER_KEY__answer-key__plantilla-provisional-de-respuestas-2021-f.e.a-aparato-digestivo.pdf,retained318,e15ff105f162d8b6dbe0063b6a1fac2de40daaeb80228cd6797adcd8c7c8f983,582d5a588aa816462a6cbe2e790b3fd4d6507780b39aa917dbd6ab92307839e8
n001,la-rioja|2024|main|89,La Rioja,2024,aparato-digestivo,main,89,En relación con la colitis microscópica señale cuál de las siguientes afirmaciones es CORRECTA:,Se ha descrito una asociación genética con los alelos HLA A1*05 y DQ B1.,"Se ha observado asociación con la enfermedad celíaca, y se considera que el gluten actúa como antígeno desencadenante de la inflamación en la mucosa colónica.","Desde el punto de vista histológico, se observan infiltrados inflamatorios de linfocitos y células plasmáticas en la lámina propia, acompañados de aumento del número de linfocitos intraepiteliales.",La capacidad absortiva del agua en el colon guarda una relación inversa con el grado de celularidad en la lámina propia y con el engrosamiento de la banda subepitelial de colágeno.,c,"Desde el punto de vista histológico, se observan infiltrados inflamatorios de linfocitos y células plasmáticas en la lámina propia, acompañados de aumento del número de linfocitos intraepiteliales.",,23,AD_LA_RIOJA_2023_2024__EXAM__exam__fea-aparato-digestivo-2025.pdf,AD_LA_RIOJA_2023_2024__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2025.pdf,new182,8df077f5b0f391ed903d5b109e5049c7628e6ae555f240d97eaeab6dbc1cb527,8df077f5b0f391ed903d5b109e5049c7628e6ae555f240d97eaeab6dbc1cb527
n002,andalucia|2021|cuestionario-teorico|58,Andalucía,2021,aparato-digestivo,cuestionario-teorico,58,"Mujer de 45 años que es diagnosticada de tumor del estroma gastrointestinal (GIST) gástrico de 3 cm, sin enfermedad metastásica a distancia, tras realización de ecoendoscopia con biopsia, y estudio de extensión con resonancia magnética con gadolinio. ¿Cuál de estos es el tratamiento más adecuado?",Imatinib hasta obtener remisión completa.,Gastrectomía total con linfadenectomía D2.,Resección local del tumor con márgenes libres.,Vigilancia dada la benignidad de este tumor.,c,Resección local del tumor con márgenes libres.,,15,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,new182,8874aac0fdca2442626b06ff2470279a479451075a6e74f946c2946b045be0e8,8874aac0fdca2442626b06ff2470279a479451075a6e74f946c2946b045be0e8
n003,galicia|2022|main|25,Galicia,2022,aparato-digestivo,main,25,"Un paciente de 65 años ingresa por pancreatitis aguda biliar. Al ingreso presenta hipotensión, taquicardia y oliguria, que se resuelve en 36 horas tras tratamiento con sueroterapia. Se realiza un TAC al cuarto día que muestra una colección líquida y necrótica a nivel de tejido extrapancreático no encapsulada y mal definida. Señale la respuesta CORRECTA:",El paciente tiene una pancreatitis aguda grave según los criterios de Atlanta revisados.,Se trata de una colección aguda necrótica.,En las primeras horas la reposición de volumen se recomienda que se haga con coloides.,La nutrición enteral por sonda naso-yeyunal es superior a la naso-gástrica.,b,Se trata de una colección aguda necrótica.,,6,AD_GALICIA_OPE_2022__EXAM__gal-09__especifico-cast-aparello-dx-20240316193007-cas-pdf.pdf,AD_GALICIA_OPE_2022__CORRECTION__gal-11__fea-aparello-dixestivo-20240514082015-cas-pdf.pdf,new182,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6
n004,galicia|2022|main|99,Galicia,2022,aparato-digestivo,main,99,La técnica POEM (Miotomía Peroral Endoscópica) está especialmente indicada en los pacientes que presentan:,Acalasia tipo I.,Acalasia tipo II.,Acalasia tipo III.,Espasmo Esofágico Distal.,c,Acalasia tipo III.,,20,AD_GALICIA_OPE_2022__EXAM__gal-09__especifico-cast-aparello-dx-20240316193007-cas-pdf.pdf,AD_GALICIA_OPE_2022__CORRECTION__gal-11__fea-aparello-dixestivo-20240514082015-cas-pdf.pdf,new182,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7
