question_id,source_key,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,origin,content_sha256,raw_form_sha256
b183,navarra|2022|caso-clinico-3|108,Navarra,2022,aparato-digestivo,caso-clinico-3,183,"Varón de 65 años con antecedente de cirrosis hepática por VHC genotipo 3 (nunca tratado), sin otras comorbilidades, que ingresa por hematemesis. Se realiza gastroscopia visualizándose varices esofágicas grandes, una de ellas con sangrado activo y dos de ellas con extensión a curvadura menor gástrica. El paciente no presenta ascitis ni fiebre y desde el punto de vista hemodinámico tiene TA 100/60 mmHg, FC 75lpm, SatO2 94% FiO2 21%.
Analítica: Hemoglobina 8,5 g/dL, plaquetas 78 x 109/L, actividad de protrombina 52%. Creatinina 0,98 mg/dL, Sodio 129 mmol/L, bilirrubina total 3,1 mg/dL, albúmina 32 g/L. AST 125 U/L, ALT 101 U/L.
Serologías: IgM e IgG VHA negativo, HBsAg negativo, anti-HBs positivo, HBcAc total positivo, VIH negativo.
Ecografía abdominal: Hígado con contornos nodulares y aumento de la ecogenicidad hepática con aspecto granular, sugestivo de hepatopatía crónica. No se objetivan lesiones focales. Vena porta de calibre normal con flujo hepatópeto. Esplenomegalia homogénea de 17,5 cm. Circulación colateral en espacio esplenorrenal. No líquido libre intraabdominal

A los dos años de seguimiento se confirma en un TAC hepático dinámico 3 lesiones hepáticas de 2cm cada una, compatibles con hepatocarcinoma. No se visualiza trombosis portal ni afectación extrahepática. El paciente tiene buen estado clínico (Performance Status O) con función hepática conservada Child-Pugh A. ¿Qué tratamiento indicaría?",Quimiembolización transarterial,Sorafenib,Ninguna de las respuestas anteriores es correcta.,Atezolizumab + bevacizumab,c,Ninguna de las respuestas anteriores es correcta.,,25,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,fdd3e0c50be19bb89735f9193c60620b51e05bd1fbb2ed5f6d0cc277b0bfc13b,f2d987014b27e322120c3c8ccf8f8d7e3261a783f4cee7f5c153a6640d75a65f
b184,navarra|2022|reserva-casos-clinicos|109,Navarra,2022,aparato-digestivo,reserva-casos-clinicos,184,"Estás de guardia y te avisan desde Urgencias donde están valorando a una mujer de 67 años que ha acudido por presentar, en las últimas 3 horas, 2 deposiciones de características melénicas. Son las 22:45h.
En la analítica presenta: Hemoglobina 7.8 g/dL, urea 69 y Creatinina 0.9mg/dL. El resto de parámetros están dentro de la normalidad.
Rehistoriada la paciente refiere ingesta de ibuprofeno en los 3 días previos por un dolor en un molar. No tiene antecedentes médicos de interés salvo una dislipemia bien controlada con estatinas y es alérgica a las quinolonas. Fuma unos 15 cigarrillos cada día.
En la exploración física la TA es de 118/65 mmHg y la FC de 86 lpm. La paciente está eupneica y algo pálida. La auscultación cardio-pulmonar es normal y en la exploración abdominal refiere molestias a la palpación profunda en región epigástrica

Pregunta de reserva Caso Clínico numero 1: Cuál de las siguientes afirmaciones es INCORRECTA en relación a la prevención de las úlceras por AINEs:","Misoprostol reduce el riesgo de úlcera asociada a AINEs, independientemente de la dosis",Más del 30% de los pacientes que toman misoprostol lo suspenden por efectos secundarios,La prevención de las complicaciones ulcerosas sólo se consigue dosis más altas de misoprostol,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,negated,26,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,d6512385adf15cf2c4aef1ae29d323ad80b236491563a6030e03f3a08b7d07c3,faebe158a51d6d9a2bcfc5f903edfeabbdc0c2814d232fea32182e2cae52caa4
b185,navarra|2022|reserva-casos-clinicos|110,Navarra,2022,aparato-digestivo,reserva-casos-clinicos,185,"Una mañana en la sala de endoscopias en la agenda de cribado de cáncer colorrectal (CCR):

Pregunta de reserva Caso Clínico número 2: Transcurridos 15 días recibimos el informe histológico de uno de los pólipos resecados, con resultado de adenocarcinoma. ¿Cuál de los siguientes es un criterio de mal pronóstico histológico?",Ausencia de budding (nidos tumorales),Ninguna de las respuestas anteriores es correcta.,Ausencia de invasión linfática o vascular,Pólipo pediculado con invasión Haggitt 2,b,Ninguna de las respuestas anteriores es correcta.,,26,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,66a585d58cf740e1be95c2894027c44e8440d4884b3b53044dd6fdb775c3ebe6,acadff874df9ae4b03289b207d3c2683a5f2bf85a90d41b662a2e206cf57322c
b186,navarra|2022|reserva-casos-clinicos|111,Navarra,2022,aparato-digestivo,reserva-casos-clinicos,186,"Varón de 65 años con antecedente de cirrosis hepática por VHC genotipo 3 (nunca tratado), sin otras comorbilidades, que ingresa por hematemesis. Se realiza gastroscopia visualizándose varices esofágicas grandes, una de ellas con sangrado activo y dos de ellas con extensión a curvadura menor gástrica. El paciente no presenta ascitis ni fiebre y desde el punto de vista hemodinámico tiene TA 100/60 mmHg, FC 75lpm, SatO2 94% FiO2 21%.
Analítica: Hemoglobina 8,5 g/dL, plaquetas 78 x 109/L, actividad de protrombina 52%. Creatinina 0,98 mg/dL, Sodio 129 mmol/L, bilirrubina total 3,1 mg/dL, albúmina 32 g/L. AST 125 U/L, ALT 101 U/L.
Serologías: IgM e IgG VHA negativo, HBsAg negativo, anti-HBs positivo, HBcAc total positivo, VIH negativo.
Ecografía abdominal: Hígado con contornos nodulares y aumento de la ecogenicidad hepática con aspecto granular, sugestivo de hepatopatía crónica. No se objetivan lesiones focales. Vena porta de calibre normal con flujo hepatópeto. Esplenomegalia homogénea de 17,5 cm. Circulación colateral en espacio esplenorrenal. No líquido libre intraabdominal

Pregunta de reserva Caso Clínico número 3: A las 72 horas de la gastroscopia inicial el paciente presenta nuevo episodio de hematemesis atribuible a sangrado variceal. Analíticamente destaca hemoglobina de 7,5g/dL, plaquetas 50 x 109/L, INR 2, actividad de protrombina 33%, fibrinógeno 200mg/dL, creatinina 1 mg/dL, bilirrubina total 2,8 mg/dL, ¿cuál de las siguientes actuaciones sería INCORRECTA?:",Segundo intento de hemostasia endoscópica,Ninguna de las respuestas anteriores es correcta.,Sería candidato a un TIPS de rescate,El resangrado variceal tras un tratamiento endoscópico inicial puede ocurrir en el 10 -20% de los pacientes,b,Ninguna de las respuestas anteriores es correcta.,negated,26,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,1e520e8539e16a5ca31991584bf4c1b7e2cebcdd11d7e62648d4b99136cb957d,c446d33e2729afc3247a349ec504c520247a53ef1dbbe2a4f02a4663c6bf61ee
b190,comunidad-de-madrid|2021|main|112,Comunidad de Madrid,2021,aparato-digestivo,main,190,Señala cual NO es un efecto secundario de tacrolimus,Insuficiencia renal,Cefalea,Convulsiones,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,negated,21,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,9afca0acdb7e175f516bb5170d8902239085665dfc681a5fafc2355a405d559e,c8da9a84d9c269eeca0f5b8feb6a50879ae6f46fc7041cd4cb546fb44cde9617
b192,navarra|2022|teorico-practica|75,Navarra,2022,aparato-digestivo,teorico-practica,192,"Varón de 58 años que acude a urgencias por dolor agudo y constante en hipocondrio derecho, con náuseas, vómitos y fiebre de 38º. A la exploración presente ictericia e hipersensibilidad a la palpación en hipocondrio derecho. Se solicita una ecografía abdominal observando colelitiasis múltiple y dilatación de vía intrahepática sin poder valorar colédoco ni región pancreática por interposición de gas. Se completa con un TC observando litiasis en conducto cístico de 15 mm, dilatación de conducto hepático común y vía biliar intrahepática, estando el colédoco distal normal. ¿Cuál de los siguientes es el diagnóstico MÁS probable?",Colangiocarcinoma tipo Klatskin,Quiste de colédoco,Ninguna de las respuestas anteriores es correcta.,Colangiocarcinoma proximal,c,Ninguna de las respuestas anteriores es correcta.,clinical_case,16,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,27fef1ce294c33e0165bb2a02cbe2895ef37fa3619aedd62b1b0038f9017d6ec,5010dbddb3c0e6c252252c6ff57bf36a4965853559e7808451b4ff229f2a0335
b193,andalucia|2021|cuestionario-practico|126,Andalucía,2021,aparato-digestivo,cuestionario-practico,193,"Una mujer de 62 años acude para realización de colonoscopia por test de sangre oculta en heces positivo en el contexto del programa de cribado poblacional de cáncer colorrectal de Andalucía. Se encontraba asintomática y no tenía comorbilidades ni antecedentes personales ni familiares de cáncer colorrectal. Se realiza colonoscopia hasta ciego, bajo sedación profunda, con un tiempo de retirada de 18 minutos. Se encontró un pólipo 0-Ip de 14mm en sigma, que se extirpa de forma completa y en bloque, informado por el patólogo como adenoma tubulovelloso con displasia de bajo grado. No se encontraron
otras lesiones. La puntuación de la escala de Boston fue 5 (2 en colon izquierdo, 1 en colon transverso y 1 en ciego-colon ascendente).

Realizado árbol genealógico familiar, no hay historia familiar de cáncer y el estudio inmunohistoquímico muestra tinción positiva (expresión) de las cuatro proteínas MMR (MLH1, MSH2, MSH6, PMS2). ¿Cuál sería la actitud preventiva más adecuada a seguir con su hijo de 35 años, siguiendo las recomendaciones más recientes de las guías de práctica clínica europea y española?","Iniciar ya colonoscopias, con una periodicidad cada 10 años.",Ninguna de las respuestas anteriores es correcta.,Iniciar colonoscopias a partir de los 40 años con una periodicidad cada 5 años.,Iniciar colonoscopias a partir de los 50 años con una periodicidad cada 5 años.,b,Ninguna de las respuestas anteriores es correcta.,,33,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,retained318,feb18c80930f4fd42a5ab858b98832734ae37d51d7daf473d6cb02bf9a92af2e,3f8347284ad9112c002741a99c6c6c0b8e23a59636eafd5792fd26016e2ff3bc
b194,comunitat-valenciana|2022|main-47-80|56,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,194,"Paciente con hepatitis crónica B con ALT 35 UI, DNA-VHB 9800 UI y Fibroscan 9,5 Kpa debe tratarse con:",Interferon pegilado indefinido.,Glecaprevir.,Ninguna de las respuestas anteriores es correcta.,No tiene indicación de tratamiento.,c,Ninguna de las respuestas anteriores es correcta.,clinical_case,18,AD_COMUNITAT_VALENCIANA_2022__EXAM__25__25-comunidad-valenciana-2022-exam-pdf.pdf,AD_COMUNITAT_VALENCIANA_2022__CORRECTION__27__27-comunidad-valenciana-2022-answer-key-definitive-pdf.pdf,retained318,f5bdb54a4b1334d4a89f0c7dee9f40d5ac86a56a01b4c2ee5b34b260f01ba1fc,23614fd11f65411fc33cf9d5425cd8dbd15964055c00007346e85226200e82db
b196,comunidad-de-madrid|2021|main|135,Comunidad de Madrid,2021,aparato-digestivo,main,196,En el contexto de un paciente con colangitis biliar primaria ¿qué hallazgo histológico es característico y se considera diagnóstico cuando se observa en la biopsia hepática?,Cuerpos de Councilman,Ninguna de las respuestas anteriores es correcta.,Fibrosis en puentes,Granulomas no caseificantes,b,Ninguna de las respuestas anteriores es correcta.,,24,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,daef912619d7020bb153fd0e2e7ede33bfb1fcbd754754b5c73ac80c1d6d87c9,f68758a4dfa4aebaa4ea0d070e7358b0c02839267ea1000a665cbdb97ca88f50
b198,castilla-la-mancha|2017|reserva-especifica|102,Castilla-La Mancha,2017,aparato-digestivo,reserva-especifica,198,"En los gráficos de cajas (box-plot, box and whisker plot), ¿Qué representa la línea horizontal que está dentro de la caja?",La moda,Ninguna de las respuestas anteriores es correcta.,El rango,Desviación estándar,b,Ninguna de las respuestas anteriores es correcta.,,18,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,d605b2dd8e4868aa5c1a69831abe646ae2a712d8ba4407c84269577859767b7e,e9c4d51713e491881abe9820bbfcfab6870c393a9e0c7ed04709eb8cbad83f3f
b200,la-rioja|2021|reserva|109,La Rioja,2021,aparato-digestivo,reserva,200,El tratamiento indicado en la Enfermedad de Caroli limitada a un solo lóbulo es:,Ácido Ursodesoxicólico.,Trasplante Hepático.,Ninguna de las respuestas anteriores es correcta.,Litotricia extracorpórea.,c,Ninguna de las respuestas anteriores es correcta.,,39,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,retained318,68876b38ac9a83ea1e7ff2c77cff08a66ccca578af6f86d4b3cd08419d81d5b7,7f64cbb9e65c8466f4dc5e565491f7e6a159d87ef5bb464562977895ef0f8400
b201,region-de-murcia|2019|main|16,Región de Murcia,2019,aparato-digestivo,main,201,"En el tratamiento del cáncer de esófago, señale la opción FALSA:",En pacientes con adenocarcinoma esofágico en estadio T1a N0 M0 la terapéutica endoscópica es de elección.,"La esofagectomía radical y transtorácica (procedimiento de Ivor-Lewis) es la técnica quirúrgica de elección en el cáncer de esófago localizado, más allá de las etapas muy tempranas (T1b-T2 N0 M0).",Ninguna de las respuestas anteriores es correcta.,"En pacientes con enfermedad metastásica (M1) de adenocarcinoma esofágico y buen estado general, está indicada la quimioterapia como tratamiento paliativo.",c,Ninguna de las respuestas anteriores es correcta.,negated,3,AD_REGION_DE_MURCIA_2019__EXAM__021_exam_apa-dig-lb-a-examen-turno-libre-modelo-a.pdf,AD_REGION_DE_MURCIA_2019__ANSWER_KEY__022_answer-key_apa-dig-plantilla-respuestas-corregida-turno-libre-modelo-a.pdf,retained318,c7aef7628d744a5d9baebfca0ab88c29bb6003a1c996cf39e6649bf327cf2de1,549a76225a4e9fd349ca3bdbb46c3ac607957a0c5e3fcdbfd41b87a48bade18f
b203,aragon|2017|reserva-especifica|109,Aragón,2017,aparato-digestivo,reserva-especifica,203,Entre los datos siguientes uno NO es típico del síndrome hepatorenal tipo I?,Sodio en sangre 115.,Creatinina en sangre 5 mg/dl.,Ninguna de las respuestas anteriores es correcta.,Proteinuria indetectable.,c,Ninguna de las respuestas anteriores es correcta.,negated,39,AD_ARAGON_2017__EXAM__exam__cuadernillo-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-realizado-el.pdf,AD_ARAGON_2017__ANSWER_KEY__answer-key__plantilla-de-respuestas-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-.pdf,retained318,3ba4cef4f9ba4efa40760cb2a06d9201079f3ef8ad3d2b3ff193f12d48d41b1f,85b2961fe9d37e536a7b9ff3bf65c6ed014abb9ec8b9726180bd42f5601729c5
b206,castilla-la-mancha|2017|main|53,Castilla-La Mancha,2017,aparato-digestivo,main,206,Señale cuál de los siguientes fármacos NO se ha relacionado con pancreatitis aguda,Azatioprina,Ácido valproico,Ninguna de las respuestas anteriores es correcta.,IECA,c,Ninguna de las respuestas anteriores es correcta.,negated,10,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,f899b637d1a7711b15d17fad60206debe84231d9827192706128181f92b226fb,0bebf513b065bba76874c5284ea498fa22fab070ad885041b3b7ee7e57d74cf2
b207,region-de-murcia|2019|main|99,Región de Murcia,2019,aparato-digestivo,main,207,"Con respecto al tratamiento farmacológico de la pancreatitis crónica, señale la opción cierta:",No existen datos que apoyen el uso de omeprazol asociado al tratamiento sustitutivo enzimático.,En la diabetes mellitus secundaria a pancreatitis crónica está indicado el tratamiento inicial con antidiabéticos orales.,El tratamiento sustitutivo enzimático se debe controlar siempre mediante test de funcionalismo pancreático.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,17,AD_REGION_DE_MURCIA_2019__EXAM__021_exam_apa-dig-lb-a-examen-turno-libre-modelo-a.pdf,AD_REGION_DE_MURCIA_2019__ANSWER_KEY__022_answer-key_apa-dig-plantilla-respuestas-corregida-turno-libre-modelo-a.pdf,retained318,77ad12c9903ecd9b905462e435710176d9a74daa5217554830ee660bd492752e,2ee2b4e5c667d8e08999a94891353243509bb1803402f12e3aefcb35293fc0ce
b208,la-rioja|2021|reserva|103,La Rioja,2021,aparato-digestivo,reserva,208,Cuál de los siguientes no es un criterio de definición de donante marginal para trasplante hepático:,Edad del donante mayor de 65 años.,Un IMC mayor de 30.,Ninguna de las respuestas anteriores es correcta.,Bilirrubina en suero mayor de 3 mg/dL.,c,Ninguna de las respuestas anteriores es correcta.,,37,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,retained318,dcc3177a0a337d7f68d6d9385a823b3c3a26e4489d54ed320eeca0d204c6e9cc,879e3c0ac08e3e11e49f54b696f37a55ea9b6d40125223b2041f42573f1021e0
b209,castilla-la-mancha|2022|main|17,Castilla-La Mancha,2022,aparato-digestivo,main,209,Paciente con cáncer gástrico precoz bien diferenciado sin signos endoscópicos sugestivos de invasión submucosa en el que se plantea realizar una resección endoscópica. Señale la respuesta falsa,Las técnicas de cromoendoscopia pueden ser útiles para determinar los límites de la lesión.,La ecoendoscopia puede ser útil para evaluar la profundidad de la lesión.,Ninguna de las respuestas anteriores es correcta.,La resección endoscópica podría realizarse en lesiones menores o iguales a 2 centímetros no ulceradas.,c,Ninguna de las respuestas anteriores es correcta.,"clinical_case,negated",4,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,6870739e13a6da99a5088abe334f4fd429a3ca32c6e36c963d6b18fddd950bda,605515c64810a3894a137d07d9d03938537b2132f57f124b463a1aee9f7335d9
b210,comunitat-valenciana|2022|main-47-80|77,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,210,Según la European Society of Gastrointestinal Endoscopy (ESGE) señale cuál de las siguientes afirmaciones en el tratamiento de la estenosis biliar secundaria a pancreatitis crónica no es cierta:,La elevación asintomática de la fosfatasa alcalina tres veces los limites altos de la normalidad con elevación de la bilirrubina durante 1 mes se acepta como indicación para el drenaje de la vía biliar,Se debe considerar la cirugía cuando hay fracaso del tratamiento endoscópico después de 1 año.,Ninguna de las respuestas anteriores es correcta.,La ictericia se puede resolver espontáneamente en el plazo de 1 mes en el 20-50% de los casos.,c,Ninguna de las respuestas anteriores es correcta.,,22,AD_COMUNITAT_VALENCIANA_2022__EXAM__25__25-comunidad-valenciana-2022-exam-pdf.pdf,AD_COMUNITAT_VALENCIANA_2022__CORRECTION__27__27-comunidad-valenciana-2022-answer-key-definitive-pdf.pdf,retained318,a1a9fb3f8d2470ce8532072baf4a08158d3d4ea27be87bf98d5a7e30048cda7a,e738e0c313ccf9152b6385eac7d69d09d87b0a89388e8391f8631a549e9a9f76
b211,galicia|2016|reserva-especifica|108,Galicia,2016,aparato-digestivo,reserva-especifica,211,"En relación con la enfermedad celíaca en el adulto, señale la opción incorrecta:","En un porcentaje significativo de los adultos que siguen la dieta sin gluten, las biopsias solo muestran una mejoría parcial, recuperándose más rápidamente el íleon que el duodeno",Ninguna de las respuestas anteriores es correcta.,Se recomienda realizar una densitometría ósea al año del diagnóstico a todos los pacientes adultos celíacos.,"Además de la dieta sin gluten, algunos pacientes celíacos precisan suplementos de hierro, vitamina D, vitamina B12, ácido fólico o vitamina K.",b,Ninguna de las respuestas anteriores es correcta.,negated,25,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,retained318,35edcf95759c180d033b4d8a9177d8846bd03902fa6ef888a407be46d7c4721e,4bb6169332122f967b198dbf5fcdbefbe55f363c5bb1cae0423b9603583cf1d7
b212,comunitat-valenciana|2022|main-47-80|73,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,212,Respecto a la patología benigna que afecta a la vesícula biliar y a los cálculos biliares (señale la respuesta incorrecta):,El síndrome de Bouveret hace referencia a la obstrucción al vaciamiento gástrico por impactación de una litiasis vesicular en el duodeno,"El síndrome de Mirizzi se presenta en la mayoría de casos con dolor, fiebre e ictericia",La diabetes mellitus es un factor predisponente para la colecistitis enfisematosa.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,negated,21,AD_COMUNITAT_VALENCIANA_2022__EXAM__25__25-comunidad-valenciana-2022-exam-pdf.pdf,AD_COMUNITAT_VALENCIANA_2022__CORRECTION__27__27-comunidad-valenciana-2022-answer-key-definitive-pdf.pdf,retained318,274f8635e81d11a440aaa5837dfeff4f07b5836e6a1ce73564e08767d0abcaa3,a9b4dce2e0fe7c43e82b262f58f1abccf43323db85db0f36beb3b979af2f263e
b215,comunidad-de-madrid|2021|reserva-especifica|159,Comunidad de Madrid,2021,aparato-digestivo,reserva-especifica,215,Usted sabe que el tratamiento de la encefalopatía hepática ha de incluir recomendaciones nutricionales. Señale por favor cuál de las siguientes es INCORRECTA,Se debe evaluar la presencia de sarcopenia y el estatus nutricional de todos los pacientes con encefalopatía hepática,La ingesta calórica y proteica no debe ser diferente de la recomendada para cualquier paciente con cirrosis,Ninguna de las respuestas anteriores es correcta.,Las proteinas vegetales y las procedentes de la leche son preferibles a las proteinas animales en pacientes con encefalopatía hepática,c,Ninguna de las respuestas anteriores es correcta.,negated,28,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,bbbeefdd690a7f745666246f97aeb20d6a6f439ce7b4c7b3f27f045dd7cd6da7,aee4424fbf3b547a3d6aa1b4788337e01e9c716604369026c5124b1a9ba047bb
b217,andalucia|2022|cuestionario-practico|115,Andalucía,2022,aparato-digestivo,cuestionario-practico,217,"Un varón de 39 años de edad, con enfermedad de Crohn, acude a su consulta para una revisión periódica. El paciente, con enfermedad ileocólica, está bien controlado con Infliximab, actualmente sin dolor abdominal y con dos deposiciones pastosas al día. A la exploración física el paciente está consciente, orientado, con abdomen blando y depresible, no doloroso a la palpación. La exploración anal demuestra la presencia de un orificio fístuloso perianal. Una rectoscopia observó mucosa rectal normal y un orificio fistuloso interno. Una resonancia magnética observa una fístula perianal simple, sin
abscesos.

Indique cuál es el tratamiento adecuado en este caso.",Debemos iniciar tratamiento antibiótico con ciprofloxacino o metronidazol.,"Además del antibiótico se debe intensificar el infliximab, o pasar adalimumab para controlar la enfermedad rectal.",Debemos solicitar una ecografía endoanal previa a cualquier opción terapéutica.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,31,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__EXAM__12__revisado-56007-fea-aparato-digestivo-final-pdf.pdf,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__CORRECTION__14__def-feaapdigestivo-sas-2023-pdf.pdf,retained318,c344c950a7baa64e2412f3282fa58ed6220514e7ffc58ccd9a29d7b615ebcaf1,27b51905350c800b73d90e1eaeaa8da5c2d9938f52eb730ef99da6834215d6b2
b218,la-rioja|2021|main|62,La Rioja,2021,aparato-digestivo,main,218,"Según los criterios de Roma IV, se define el síndrome de intestino irritable como:","Dolor abdominal recurrente al menos 1 día a la semana durante los últimos seis meses que se asocia a dos o más de los siguientes: se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.","Disconfort abdominal recurrente al menos 3 días al mes durante los tres últimos meses que se asocia a dos o más de los siguientes: Se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.","Disconfort abdominal recurrente al menos 1 día a la semana durante los últimos tres meses que se asocia a dos o más de los siguientes: Se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.",Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,24,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,retained318,ca3ec5e073967b34e004e87ab20a357a9b37258885ca36652e0465a793136568,a4f4ad86f3c739825edfd56b4a794554b049ebc4608fb16007af85aa744dfe50
b221,castilla-la-mancha|2017|main|87,Castilla-La Mancha,2017,aparato-digestivo,main,221,"Atendiendo a las guías de Práctica Clínica Americanas de enfermedades vasculares hepáticas de 2020 de la Asociación Americana para el Estudio de las Enfermedades Hepáticas (AASLD), ¿Cuál de los siguientes enunciados es FALSO acerca del Síndrome de Budd-Chiari (SBC)?",El cribado de varices esofágicas en el paciente con SBC crónico es igual que el del paciente cirrótico.,Todos los pacientes con SBC deben recibir tratamiento anticoagulante.,Ninguna de las respuestas anteriores es correcta.,El trasplante hepático es útil en pacientes con fallo hepático agudo secundario a SBC y en pacientes con fracaso de otras terapias.,c,Ninguna de las respuestas anteriores es correcta.,negated,16,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,73f3787d9e9d78368c2ae641114534199ded2304b86b3f8dfa57fe4d03a13be4,e61ce88de25b947b43b395a24a1ca58f57bcdb674c683c116c9db76ce038e7ba
