deterministic_rank,difficulty_rank_min,difficulty_rank_max,difficulty_tier_wrong_models,correct_models_B,difficulty_fraction,selection_status,cutoff_tie,tie_break_namespace,tie_break_sha256,primary_500_position,question_id,source_key,origin,replacement_id,replaces_question_id,candidate_id,region,year,specialty,exam_part,question_number,negated_stem,correct_letter,correct_option_text,question_text,option_a,option_b,option_c,option_d,content_sha256,raw_form_sha256,source_form_input_char_count,wrong_models_B,selected_letters_B,correct_models_A,gemini_selected_letter_B,gemini_strict_correct_B,gemini_strict_correct_A,glm_selected_letter_B,glm_strict_correct_B,glm_strict_correct_A,qwen_selected_letter_B,qwen_strict_correct_B,qwen_strict_correct_A,gemma_selected_letter_B,gemma_strict_correct_B,gemma_strict_correct_A
415,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,975c67efcd188a680c94648f80120569618af1160efbe48d37544da0165b2a94,81,b122,illes-balears|2022|caso-6|125,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-6,122,False,d,Ninguna de las respuestas anteriores es correcta.,"Paciente de 62 años con los antecedentes siguientes:

No alergias.

Exfumador: tabaquismo activo desde la juventud hasta los 58 años.

Tosedor habitual.

Consumo diario de alcohol desde hace más de diez años. Consume dos cañas de cerveza, cuatro vasos de vino y dos carajillos al día. El fin de semana toma alguna cerveza más en fiestas y celebraciones y uno o dos gin-tonics.

Dice que no toma drogas.

Dice que no tiene antecedentes patológicos relevantes. No hace controles con su médico de cabecera. Nunca va al médico.
Enfermedad actual: consulta por distensión abdominal molesta, un aumento del perímetro abdominal progresivo de dos semanas de evolución y piernas hinchadas.

Exploración física: bien coloreado, subictericia conjuntival dudosa, arañas vasculares y telangiectasias en el tronco, eritema palmar e hipertrofia parotídea.

Cardiocirculatorio: pulsos rítmicos 90 lpm, soplo sistólico plurifocal, no ingurgitación yugular, edemas maleolares moderados.

Respiración: espiración un poco alargada, algún roncus diseminado.
Abdomen: muy distendido; indoloro a la presión o a la descompresión; sin defensa; matidez en flancos; la matidez cambia con los cambios posturales; signo de la ola; hepatomegalia de tres traveses, lisa e indolora; esplenomegalia dudosa, difícil de delimitar; pequeña protrusión umbilical; no reflujo hepatoyugular.

Radiografía del tórax: elevación de ambos hemidiafragmas.

Radiografía del abdomen: aumento difuso de la densidad, se aprecia perfil hepático y esplénico.

Electrocardiograma normal.

Analítica:
Leucocitos: 3.100/mm³ (3.000-10.000); Hto: 39 % (40-46); Hb: 12,1 g/dl (12-15); VCM: 105 fl (80-100); plaquetas: 105.000/mm³ (150.000-400.000); Quick: 59 % (> 70 %); INR: 1.4 (N 0.8-1.2); creatinina: 1.0 mg/dl; urea: 40 mg/dl; Na: 136 mEq/L; K: 4 mEq/L; urato: 7.9 (< 7); bilirrubina total: 1.9 mg/dl (< 1.3) GOT (ASAT): 105 UI/ml (< 40); GPT (ALAT): 50 UI/ml (< 40); GGT: 480 UI/ml (< 45); FA: 125 UI/ml (< 135); albúmina: 3,2 g/dl (> 3,5).

El resto de la analítica básica es normal.
Ecografía abdominal: líquido libre muy abundante, hígado de ecogenicidad aumentada difusamente, heterogéneo, difícil de ver por la ascitis. Forma hepática

irregular un poco abollonada, macronodular. Vena porta permeable, dilatada. Venas suprahepáticas permeables, no dilatadas. Vía biliar intrahepática y extrahepática normal. Vesícula con litiasis múltiple, no distendida y no edematosa. Bazo ligeramente aumentado de tamaño (15 cm de longitud máxima). El resto no tiene alteraciones. Páncreas no visto por interposición de aire.

Se hace una paracentesis (diagnóstica y evacuadora), y se obtienen 6.000 ml de ascitis.

Análisis del líquido ascítico:
- Glucosa: 120 mg/dl.
- Proteínas: 1,0 g/dl.
- Albúmina: 0,8 g/dl.
- LDH: 40 ui/ml.
- Hematíes: 100 /mm³.
- Leucocitos: 220 /mm³.

¿Qué significa el recuento de leucocitos en la ascitis, en este paciente?",Que tiene una peritonitis bacteriana espontánea.,Que tiene una peritonitis bacteriana secundaria.,Que tiene una bacterioascitis.,Ninguna de las respuestas anteriores es correcta.,f5a19e00a361ae8c98ee8327d371cc9cc212729c0d44dad921e721838df56178,349138e700c8d5e77063261e7b49212344bbb2ee488cbc29fff1bcb5ffa79003,3066,,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,d,1,1,d,1,1,d,1,1,d,1,1
416,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,9847516c4a863d96ac3da05fa9edf23d60bf08704d15381054aa7cbde94195bc,500,n182,la-rioja|2024|main|56,new182,,,,La Rioja,2024,aparato-digestivo,main,56,False,c,Ninguna de las respuestas anteriores es correcta.,"En el caso de una mujer de 67 años con enfermedad de Crohn con afectación ileal de 10 cm con actividad clínica y endoscópica moderada corticorrefractaria, con antecedentes de esclerosis múltiple, hipercolesterolemia y fumadora de 10 cigarrillos al día; realizado estudio prebiológico con Quantiferon y Mantoux negativos, vacunación actualizada de hepatitis B, neumococo y zoster. Recomendaría como primera línea de tratamiento:","Inducción con upadacitinib 45 mg/día durante 12 semanas, por mayor comodidad y mejor adherencia a tratamiento por vía oral.",Inducción intensificada con Infliximab 10 mg/kg iv en semanas 0-2-6 para mayor rapidez de acción.,Ninguna de las respuestas anteriores es correcta.,"Ozanimod, por tener indicación aprobada tanto en enfermedad de Crohn como en esclerosis múltiple.",f9f2ce91ef07f428316cc3c5f07550ebd73817ea8e91c44810f7f3fa198d9ed9,3a43d6bffedd321b48e285f597f919e249b9a20c38d819f13fd69a9de8877269,793,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,3,c,1,1,c,1,1,c,1,1,c,1,0
417,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,98648e8d37691971fc11b998385eae4db1bca2629664b5ffd9f8639d23998c91,180,b274,galicia|2022|reserva-especifica|110,retained318,,,,Galicia,2022,aparato-digestivo,reserva-especifica,274,True,d,Ninguna de las respuestas anteriores es correcta.,Señale la afirmación INCORRECTA:,Los AINEs se asocian a un aumento del riesgo de complicaciones en todo el tracto digestivo.,"El daño gastrointestinal mediado por AINEs se debe en su mayoría, a la inhibición sistémica de la COX-1.",Los IBP reducen la incidencia de úlcera péptica en pacientes con factores de riesgo para el desarrollo de complicaciones gastrointestinales asociadas al uso de AINEs.,Ninguna de las respuestas anteriores es correcta.,ef55b69f97c8220ca22937835296994f26b06fc250950008a7ae2fec6b451c39,1b49736f53497c8833773c0577a3d2d7e908137c96ed99532e9d0103551824dc,442,,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,d,1,1,d,1,1,d,1,1,d,1,1
418,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,9bd982ace58fce9d563020a3c90632f2a2193fdf9481c026c6a0fb5d37defc10,33,b48,illes-balears|2022|caso-3|50,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-3,48,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente varón de 62 años con antecedentes de enolismo superior a 60 g/día de veinte años de evolución y fumador de 25 paquetes/año desde los 17 años.

Antecedente de dos ingresos por pancreatitis agudas leves en los últimos tres años. En los últimos tres meses presenta un cuadro de diarrea en forma de cuatro deposiciones al día, dolor abdominal continuo y diario, localizado en el epigastrio que no mejora con paracetamol. Además, refiere que ha perdido cuatro quilos. Se le hace una gastroscopia que es normal. Una TC abdominal revela la presencia de múltiples calcificaciones parenquimatosas en
la cabeza del páncreas, dilatación del conducto pancreático principal, una lesión quística de 10 mm en el cuerpo pancreático y atrofia de la cola de páncreas. Los coprocultivos, los parásitos en heces y la toxina de Clostridium difficile en heces son negativos, la serología de celiaquía negativa y las hormonas tiroideas son normales.

Elementos relevantes de la analítica. Glucosa: 124 mg/dl, GGT: 101 U/L, AST: 55 U/L, ALT: 65 U/L, VCM: 102 fl, BI total: 1,4 mg/dl, triglicéridos: 180 mg/dl, amilasa: 125 U/L, lipasa: 25 U/L.
El resto del hemograma y de la bioquímica está dentro de valores normales.

Señale la respuesta correcta respecto a la confirmación del diagnóstico:",Es imprescindible disponer de un análisis histológico.,Ninguna de las respuestas anteriores es correcta.,Es imprescindible hacer una colangiopancreatografía retrógrada endoscópica (CPRE).,Si no presenta nuevos episodios de pancreatitis aguda hay que dudar del diagnóstico inicial.,e30ebc36d6be519e7a628d17e4f73e23f364a9207459616767a460e711be3193,236a49ed4a124a3aebe926ca078a3d0915c96cfa5635f008aa1f933ae8c8488d,1554,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
419,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,9e0e375d788909310b2e323981145bc8efab076f6da9202d6f1234ed4a76130c,326,n008,la-rioja|2024|main|36,new182,,,,La Rioja,2024,aparato-digestivo,main,36,False,b,Ninguna de las respuestas anteriores es correcta.,"Ante un paciente con enfermedad de Behçet y oclusión aguda de las venas suprahepáticas que acude a urgencias con ascitis grave, coagulopatía (INR 2,5) e hiperbilirrubinemia (Bilirrubina 12,5 mg/dL), señale la opción CORRECTA:",La anticoagulación con heparina sódica es muy eficaz y en pocas horas resolverá el cuadro.,Ninguna de las respuestas anteriores es correcta.,El síndrome de Budd-Chiari contraindica la realización de un trasplante.,La fibrinólisis intravenosa es el tratamiento más eficaz en este caso.,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,4f6f75be738c00a715b20ea37320cfd6c560d87641714f0cca4188258b4757fc,506,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
420,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,a0552f3ca1730ea4c1f42d4e88203c68301529e7e09630b11f508fd159ee0ba7,328,n010,comunidad-de-madrid|2021|main|129,new182,,,,Comunidad de Madrid,2021,aparato-digestivo,main,129,False,d,Ninguna de las respuestas anteriores es correcta.,El principal factor de riesgo de desarrollo de carcinoma epidermoide de esófago es:,Metaplasia de Barrett,Reflujo gastroesofágico,Obesidad,Ninguna de las respuestas anteriores es correcta.,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,c9ab693d764ce1388dd3dbaebfc226104713e3759e6abf17fe502ad367e64880,184,,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,d,1,1,d,1,1,d,1,1,d,1,1
421,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,a0dad91259899eefb33ab0eb5eeb5e7bb169801c49aafdbc57190515eaa47182,44,b64,illes-balears|2022|caso-3|66,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-3,64,False,c,Ninguna de las respuestas anteriores es correcta.,"Paciente varón de 62 años con antecedentes de enolismo superior a 60 g/día de veinte años de evolución y fumador de 25 paquetes/año desde los 17 años.

Antecedente de dos ingresos por pancreatitis agudas leves en los últimos tres años. En los últimos tres meses presenta un cuadro de diarrea en forma de cuatro deposiciones al día, dolor abdominal continuo y diario, localizado en el epigastrio que no mejora con paracetamol. Además, refiere que ha perdido cuatro quilos. Se le hace una gastroscopia que es normal. Una TC abdominal revela la presencia de múltiples calcificaciones parenquimatosas en
la cabeza del páncreas, dilatación del conducto pancreático principal, una lesión quística de 10 mm en el cuerpo pancreático y atrofia de la cola de páncreas. Los coprocultivos, los parásitos en heces y la toxina de Clostridium difficile en heces son negativos, la serología de celiaquía negativa y las hormonas tiroideas son normales.

Elementos relevantes de la analítica. Glucosa: 124 mg/dl, GGT: 101 U/L, AST: 55 U/L, ALT: 65 U/L, VCM: 102 fl, BI total: 1,4 mg/dl, triglicéridos: 180 mg/dl, amilasa: 125 U/L, lipasa: 25 U/L.
El resto del hemograma y de la bioquímica está dentro de valores normales.

Las pruebas para determinar la insuficiencia pancreática exocrina demuestran una insuficiencia pancreática exocrina (IPE) grave.

22 meses después del diagnóstico el paciente ingresa por ictericia conjuntival y cutánea con cifras de bilirrubina de 9 mg/dl (de predominio directo) y colestasis marcada en la analítica. Una ecografía abdominal en urgencias muestra una dilatación de la vía biliar extrahepática.

Una TC abdominal con protocolo pancreático objetiva una lesión sólida en la cabeza del páncreas de 2,7 x 2,5 cm con dilatación de la vía biliar extrahepática de 13 mm. No se observan lesiones hepáticas ocupantes de espacio. La lesión está en contacto con la arteria mesentérica superior en más de 180° con presencia de una trombosis portal.

¿Cuál debe ser el siguiente paso si se confirma la malignidad de la lesión (adenocarcinoma pancreático)?",Con los datos de que disponemos debe indicarse una duodenopancreatectomía cefálica.,Debe valorarse la resecabilidad de la lesión basándose en su tamaño.,Ninguna de las respuestas anteriores es correcta.,Debe indicarse una intervención de Frey lo antes posible.,8fe5f429c28fe4d1880392c82b2f7981c2041ffa2e397decd66e681a03b3f09c,6b0921d66385a898aadca5703f17f58b1e755f03b9fc596008207f0f0e1e5316,2319,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,c,1,1,c,1,1,c,1,1
422,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,a16f2b63e3fffee370af1ceb6b39c34c4e9b28265ba032bcb8b3ae60b62842c8,301,b473,andalucia|2022|cuestionario-practico|102,retained318,,,,Andalucía,2022,aparato-digestivo,cuestionario-practico,473,False,c,Ninguna de las respuestas anteriores es correcta.,"Paciente varón de 69 años, diagnosticado de cirrosis hepática de causa etílica. Dos años antes había ingresado por un primer episodio de ascitis que fue bien controlado, favorecido por un periodo subsiguiente de abstinencia alcohólica. En sus antecedentes se incluye diabetes de tipo 2 que trataba con hipoglucemiantes orales y broncopatía crónica en relación con su condición de fumador activo de 2 paquetes diarios hasta hacía 6 meses. Acude a Urgencias por distensión abdominal intensa por acumulación de ascitis, reconociendo una clara recaída del consumo abusivo de alcohol. Tiene aceptable
estado general, se observa pérdida notable de masa muscular, la TA era de 110/60 mmHg y no tenía fiebre. En el examen físico se apreció ictericia leve de piel, estigmas cutáneos de cirrosis y una discreta bradipsiquia. En análisis destacan los siguientes datos: Hb 8.7 gr/dl, VCM 112, leucocitos 2.700/mm³, plaquetas 70.000/mm³. Glucemia 131 mg/dl, sodio sérico de 129 mEq/L, creatinina 1.8 mg/dl, bilirrubina total 3.5 mg/dl, albúmina 2.6 gr/dl, actividad de protrombina de 45%, AST 80 UI/L, ALT 30 UI/L, GGT 567 UI/L, FA 152 IU/L. HBsAg negativo, Ac-HBc positivos, Ac-VHC negativos.

Durante las primeras 24 horas de ingreso se comprueba una escasa diuresis (550 cc), la función renal se deteriora (creatinina 2.8 mg/dl) y se agrava la hiponatremia (122 mEq/L). Se recibe resultado del líquido ascítico y se constata un recuento de polimorfonucleares de 914/mm³. ¿Cuál de las siguientes afirmaciones es correcta?",Ante el empeoramiento de la hiponatremia es recomendable iniciar una perfusión con altas dosis de furosemida para forzar un balance negativo de líquidos.,En ausencia de fiebre debería retrasarse el tratamiento antibiótico hasta disponer de resultados de cultivo del líquido ascítico.,Ninguna de las respuestas anteriores es correcta.,El deterioro de la función renal justificaría la consideración de una biopsia renal para descartar una nefropatía IgA asociada.,6fc9f2370de10eacd0a300b0f484c56c9254cb012f95d0317da7d1aaed4b7870,0497d08d6f759a19e3fd782dcf0d93be8541742f697acb016a01a9ebab9a4a1f,1968,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,c,1,1,c,1,1,c,1,1
423,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,a5107d6db7f88019a8027430ef2050976e2444703db9c0cd09162cc3618815d6,138,b208,la-rioja|2021|reserva|103,retained318,,,,La Rioja,2021,aparato-digestivo,reserva,208,False,c,Ninguna de las respuestas anteriores es correcta.,Cuál de los siguientes no es un criterio de definición de donante marginal para trasplante hepático:,Edad del donante mayor de 65 años.,Un IMC mayor de 30.,Ninguna de las respuestas anteriores es correcta.,Bilirrubina en suero mayor de 3 mg/dL.,dcc3177a0a337d7f68d6d9385a823b3c3a26e4489d54ed320eeca0d204c6e9cc,879e3c0ac08e3e11e49f54b696f37a55ea9b6d40125223b2041f42573f1021e0,240,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,2,c,1,1,c,1,0,c,1,0,c,1,1
424,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,a7c40ebd4570260e188589f151d5dcd7220fe33543c2ed993e962e8db93bcee6,224,b339,region-de-murcia|2019|main|28,retained318,,,,Región de Murcia,2019,aparato-digestivo,main,339,True,b,Ninguna de las respuestas anteriores es correcta.,"En relación con el diagnóstico de la infección por Helicobacter Pylori (Hp), señale la opción FALSA:",El test de aliento es el método no invasivo más investigado y recomendado en el contexto de una estrategia de test-and-treat.,Ninguna de las respuestas anteriores es correcta.,Los IBP deben suspenderse al menos dos semanas antes de las pruebas para la infección por Hp.,El test de ureasa rápido no se recomienda como prueba para la evaluación de la erradicación de Hp después del tratamiento. El test de aliento es la mejor opción para confirmar la erradicación de Hp y el test de antígeno fecal es una alternativa.,c956260521e97c316e02e8bd1d8f2bce0d6f5d3c3d09d71836cfd7834ae52ed5,e1b5c99f4fdad6a99f5c7f54a7a0fb72c888d16485fe9d4bf92e8ebabdf33ef8,612,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
425,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,aab74fa224c375f0e7b2c3325fd29f3f9cf93f542102d999cb69e883697bb33d,89,b136,illes-balears|2022|caso-6|139,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-6,136,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 62 años con los antecedentes siguientes:

No alergias.

Exfumador: tabaquismo activo desde la juventud hasta los 58 años.

Tosedor habitual.

Consumo diario de alcohol desde hace más de diez años. Consume dos cañas de cerveza, cuatro vasos de vino y dos carajillos al día. El fin de semana toma alguna cerveza más en fiestas y celebraciones y uno o dos gin-tonics.

Dice que no toma drogas.

Dice que no tiene antecedentes patológicos relevantes. No hace controles con su médico de cabecera. Nunca va al médico.
Enfermedad actual: consulta por distensión abdominal molesta, un aumento del perímetro abdominal progresivo de dos semanas de evolución y piernas hinchadas.

Exploración física: bien coloreado, subictericia conjuntival dudosa, arañas vasculares y telangiectasias en el tronco, eritema palmar e hipertrofia parotídea.

Cardiocirculatorio: pulsos rítmicos 90 lpm, soplo sistólico plurifocal, no ingurgitación yugular, edemas maleolares moderados.

Respiración: espiración un poco alargada, algún roncus diseminado.
Abdomen: muy distendido; indoloro a la presión o a la descompresión; sin defensa; matidez en flancos; la matidez cambia con los cambios posturales; signo de la ola; hepatomegalia de tres traveses, lisa e indolora; esplenomegalia dudosa, difícil de delimitar; pequeña protrusión umbilical; no reflujo hepatoyugular.

Radiografía del tórax: elevación de ambos hemidiafragmas.

Radiografía del abdomen: aumento difuso de la densidad, se aprecia perfil hepático y esplénico.

Electrocardiograma normal.

Analítica:
Leucocitos: 3.100/mm³ (3.000-10.000); Hto: 39 % (40-46); Hb: 12,1 g/dl (12-15); VCM: 105 fl (80-100); plaquetas: 105.000/mm³ (150.000-400.000); Quick: 59 % (> 70 %); INR: 1.4 (N 0.8-1.2); creatinina: 1.0 mg/dl; urea: 40 mg/dl; Na: 136 mEq/L; K: 4 mEq/L; urato: 7.9 (< 7); bilirrubina total: 1.9 mg/dl (< 1.3) GOT (ASAT): 105 UI/ml (< 40); GPT (ALAT): 50 UI/ml (< 40); GGT: 480 UI/ml (< 45); FA: 125 UI/ml (< 135); albúmina: 3,2 g/dl (> 3,5).

El resto de la analítica básica es normal.
Ecografía abdominal: líquido libre muy abundante, hígado de ecogenicidad aumentada difusamente, heterogéneo, difícil de ver por la ascitis. Forma hepática

irregular un poco abollonada, macronodular. Vena porta permeable, dilatada. Venas suprahepáticas permeables, no dilatadas. Vía biliar intrahepática y extrahepática normal. Vesícula con litiasis múltiple, no distendida y no edematosa. Bazo ligeramente aumentado de tamaño (15 cm de longitud máxima). El resto no tiene alteraciones. Páncreas no visto por interposición de aire.

Se hace una paracentesis (diagnóstica y evacuadora), y se obtienen 6.000 ml de ascitis.

Análisis del líquido ascítico:
- Glucosa: 120 mg/dl.
- Proteínas: 1,0 g/dl.
- Albúmina: 0,8 g/dl.
- LDH: 40 ui/ml.
- Hematíes: 100 /mm³.
- Leucocitos: 220 /mm³.

Se hace una gastroscopia. El paciente tiene varices esofágicas grandes con puntos rojos y gastropatía por HT portal leve-moderada.

¿Qué medicamento no se utiliza para la profilaxis de la hemorragia por varices esofágicas en el paciente cirrótico?",Propranolol.,Ninguna de las respuestas anteriores es correcta.,Nadolol.,Carvedilol.,0540e847da27c636609e9345b6589183afa9179e55dea8af22b41e2b9a33c4e5,3da18919e4bb3a6f74a200e7e0508991a857a783e1a6087dff3054759e646c7c,3145,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
426,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,ab278cf20617d4f606c7eb3edc400cd85702737fc5317e373afabee14c5dc22d,191,b294,region-de-murcia|2019|main|131,retained318,,,,Región de Murcia,2019,aparato-digestivo,main,294,False,d,Ninguna de las respuestas anteriores es correcta.,"Considerando la afectación multiorgánica que se produce en el fracaso hepático fulminante, señale cuál de estas situaciones no es característica de la misma:",Hiponatremia.,Hipertensión intracraneal.,Infecciones bacterianas.,Ninguna de las respuestas anteriores es correcta.,57fb621ddb42ef7b58cd1979c0c9f64abec4a4c02bf577ec27c397c2468df872,144644ff0a94f29036b6f3e3ded640475af2fa5208e973a2165e2119e0c55826,269,,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,d,1,1,d,1,1,d,1,1,d,1,1
427,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,ab2850df61a8a468ab8a0d76703d6e058e25ac82a1fc02163ac792629317578d,375,n057,la-rioja|2024|main|14,new182,,,,La Rioja,2024,aparato-digestivo,main,14,False,c,Ninguna de las respuestas anteriores es correcta.,¿Cuál es el marcador inmunohistoquímico más útil para diagnosticar un tumor neuroendocrino digestivo?:,CK20.,CD117.,Ninguna de las respuestas anteriores es correcta.,Desmina.,4d6428858e6cf30062e333d1a614b4b322eaf3b672a6e9c3b77830c39f0f10cb,c10242c8a7d5db16453ab25256200fa9280729999860f5ed037e36196b4d6e6b,170,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,c,1,1,c,1,1,c,1,1
428,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,ab69165b5619a51899fd0c584dae49c093227355474f184afa987cf88b405528,397,n079,andalucia|2021|cuestionario-teorico|19,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,19,False,b,Ninguna de las respuestas anteriores es correcta.,Señale la opción correcta sobre la ectasia vascular antral:,La erradicación de H. pylori revierte la GAVE,Ninguna de las respuestas anteriores es correcta.,En pacientes con hemorragia refractaria a tratamiento endoscópico por GAVE se debe colocar un TIPS,La profilaxis secundaria se debe hacer con beta-bloqueantes,30e9598c7fdfb10ad72165f900cfd238c44474c6b32ec128403a3fc68e235cc4,a4b03dc62e139791556ca2c78373a855861612fb1b4b8f444b6348e57b99c55b,310,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
429,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,abf12f5425f05898fe3f05b65d70342724f3db7975392cae811ebcbdf309bfcb,6,b9,illes-balears|2022|caso-1|9,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-1,9,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 57 años, sin antecedentes personales ni familiares de cáncer de colon ni de cáncer en otras localizaciones, fumador de 22 cigarrillos al día, con hábitos de vida sedentarios, enolismo de 60 gr/día, obesidad con un índice de masa corporal de 37 y una dieta rica en carnes rojas y procesadas.

Se repite la colonoscopia y se objetiva la presencia de un pólipo único pediculado de 15 mm a 30 cm del margen anal. La colonoscopia es completa hasta el ciego, con 9 puntos en la escala de Boston. Se hace una polipectomía con una resección completa del pólipo con su pedículo. En el estudio histológico se describe un adenoma tubulovelloso con displasia de alto grado focal estrictamente superficial, con márgenes de resección libres de tejido adenomatoso con margen de resección amplio en el pedículo. Señale la respuesta correcta:",Se requiere un tratamiento quirúrgico complementario para asegurar la curación de la lesión.,Ninguna de las respuestas anteriores es correcta.,Se debe repetir la colonoscopia de inmediato para revisar la escara de la polipectomía dado el riesgo alto de lesión residual.,Se debe hacer una TC abdominal complementaria como estudio de la extensión de la lesión.,4d35a80c2ab6502131f84057b3759c49efdcabf8f25ffec9782d180f40b51443,6c094293ded589afdf1b6ce8f3f81d3b27b8aa68e4a291d578f0ff1951c5b583,1192,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
430,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,ad5dce660259abf4214c957ccefa6536d23408d8a3453dad4efa7828025ba76d,164,b250,aragon|2020|reserva-especifica|106,retained318,,,,Aragón,2020,aparato-digestivo,reserva-especifica,250,False,b,Ninguna de las respuestas anteriores es correcta.,La clasificación de Chicago se refiere a:,Una clasificación de la candidiasis esofágica.,Ninguna de las respuestas anteriores es correcta.,Una clasificación de la esofagitis por cáusticos.,Una clasificación del tipo de estenosis esofágica.,ced788d07a35a36acc1225aa8c6e4ec4e73014daf936722e0500a11bff829471,9784a46d48d15cac0b92ad9bec297fe7489cc84b09a868cadf1a925bf0c80b6c,235,,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,4,b,1,1,b,1,1,b,1,1,b,1,1
431,297,500,0,4,0.00000000,ALL_MODELS_CORRECT,False,openrouter_B-hard200-v1|,ad66830b715e768c9c8e04e2837e2fd62b413b7f96d750a34cbe75e200f3096e,167,b256,andalucia|2021|cuestionario-teorico|40,retained318,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,256,False,c,Ninguna de las respuestas anteriores es correcta.,"De las siguientes acciones se recomienda en una primera visita de diarrea crónica acuosa sin sangre, de características funcionales. Señale cual es la apropiada:",Solicitaría un Tc abdominal con contraste endovenoso.,Solicitaría serologías de Yersinia enterocolítica.,Ninguna de las respuestas anteriores es correcta.,Dado que se trata de una diarrea de características funcionales no precisa realizar exploración física.,5773d8c2c6c494fb382c18dc8fe946311fd0c05b0762ea9ad79efedb58d4b7f0,37bb4de3c7d593af82b9d31111dd6709c4df5d4cb4a6a997067560da82cd729f,416,,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,c,1,1,c,1,1,c,1,1
