cell_key,arm,provider,condition,question_id,source_key,origin,model,run_index,failure_class,attempt_count,attempt_history_json,latest_status_code,latest_latency_ms,latest_finish_reason,latest_error_type,parse_status,source_form_input_char_count,request_user_content_char_count,result_experiment,result_database,source_workbook,source_workbook_sha256,source_excel_row,content_sha256,raw_form_sha256,request_sha256,response_sha256
openrouter|A|b320|comunitat-valenciana|2022|main-47-80|72|z-ai/glm-5.2|1,openrouter_A,openrouter,A,b320,comunitat-valenciana|2022|main-47-80|72,retained318,z-ai/glm-5.2,1,openrouter_glm_length_no_parse_after_retries,3,"[{""attempt_index"":1,""status_code"":200,""latency_ms"":307296,""finish_reason"":""length"",""error_type"":null,""parse_status"":""failed_no_answer_found"",""selected_letter"":null},{""attempt_index"":2,""status_code"":null,""latency_ms"":null,""finish_reason"":null,""error_type"":""timeout"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":null,""latency_ms"":63195,""finish_reason"":null,""error_type"":""request_error"",""parse_status"":null,""selected_letter"":null}]",,63195,,request_error,,531,3517,ab520_gapfill_or_A_b320_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,210,aa4b4f50656e54e3fffe787bca5e3aad04bf13d0964c3e3e6c164e9b3d233166,31f89cf55b5125f7fa669ec24c9f89545302673dd242cecd2d80449747102825,b37b05b20dd698f3c896174f9ad9509d9ece10f88366d391a75daf91b324dfe5,
tailscale_medical_rag|A|b157|illes-balears|2022|caso-7|160|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b157,illes-balears|2022|caso-7|160,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":93,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":82,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,82,,server_error,,6130,6166,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,102,c066c3e529dba0af76cb151147b3770b7e4ee48ec0870e06778e50ed820c44aa,9af688c3d30765128668444ec5fe6a787e0b630318842a79f09b969c31f8c96b,abf90339545998c0db3328ebd3fe727dad66f975747b0f02b032425bc4d0b636,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b157|illes-balears|2022|caso-7|160|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b157,illes-balears|2022|caso-7|160,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":74,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,74,,server_error,,6130,6166,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,102,c066c3e529dba0af76cb151147b3770b7e4ee48ec0870e06778e50ed820c44aa,9af688c3d30765128668444ec5fe6a787e0b630318842a79f09b969c31f8c96b,89b747c19e1b21530ef4454f1b9b3fa37e2620cf1ac98d873ecd7f4d3f336078,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b157|illes-balears|2022|caso-7|160|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b157,illes-balears|2022|caso-7|160,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":256,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,256,,server_error,,6130,6166,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,102,c066c3e529dba0af76cb151147b3770b7e4ee48ec0870e06778e50ed820c44aa,9af688c3d30765128668444ec5fe6a787e0b630318842a79f09b969c31f8c96b,66aac403e8c053093e7f74f165cd2927693620577a63f19a45ca381376131cb7,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b157|illes-balears|2022|caso-7|160|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b157,illes-balears|2022|caso-7|160,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":159,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":84,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":95,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":329,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,329,,server_error,,6130,6166,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,102,c066c3e529dba0af76cb151147b3770b7e4ee48ec0870e06778e50ed820c44aa,9af688c3d30765128668444ec5fe6a787e0b630318842a79f09b969c31f8c96b,1a2cdf0de1b66983f75c59c70b800432c7ae3f374e722942dbc6ff3724d04bbb,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b158|illes-balears|2022|caso-7|161|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b158,illes-balears|2022|caso-7|161,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":101,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":80,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,80,,server_error,,5838,5874,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,103,54cf584888e9a590506549530080cad766be45518b3c33c446e0e3558f0f643a,6bd94c1b4c85ade7d341a93a07d83c18677b48327e4d06e75099ab0d93f0a2ba,e40f91f2a9657170d288b8d5fb83e2c27a9a5280117f9aefa82f6a1f4f377143,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b158|illes-balears|2022|caso-7|161|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b158,illes-balears|2022|caso-7|161,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":119,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,119,,server_error,,5838,5874,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,103,54cf584888e9a590506549530080cad766be45518b3c33c446e0e3558f0f643a,6bd94c1b4c85ade7d341a93a07d83c18677b48327e4d06e75099ab0d93f0a2ba,69f5bed2ae5f48714278e6121d7c08de04455f985d001ce380f71228bb6a6803,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b158|illes-balears|2022|caso-7|161|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b158,illes-balears|2022|caso-7|161,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":250,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,250,,server_error,,5838,5874,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,103,54cf584888e9a590506549530080cad766be45518b3c33c446e0e3558f0f643a,6bd94c1b4c85ade7d341a93a07d83c18677b48327e4d06e75099ab0d93f0a2ba,779121f90972be6bf888e7f9bdba6ffe72c80e2a4c3e10a0109fbe63659ef573,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b158|illes-balears|2022|caso-7|161|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b158,illes-balears|2022|caso-7|161,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":136,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":83,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":95,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":334,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,334,,server_error,,5838,5874,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,103,54cf584888e9a590506549530080cad766be45518b3c33c446e0e3558f0f643a,6bd94c1b4c85ade7d341a93a07d83c18677b48327e4d06e75099ab0d93f0a2ba,2609c505eae2a96228a4cad967a2bc45d36dc34ff9a95e3f6139015c016b71f9,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b159|illes-balears|2022|caso-7|162|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b159,illes-balears|2022|caso-7|162,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":70,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":63,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,63,,server_error,,5787,5823,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,104,49f9ceb61b4a9620b4528071ed9a2e1ecfd6d4b041b5b333fe1b2f831bb4e01e,6b96a013d14217961286ea974d5fa8e798b0f58e8de51de1d25c5953e26cce44,a44fac0d165a752dbbd8961de8debbf9ca473def35b810a44829c695be68d759,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b159|illes-balears|2022|caso-7|162|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b159,illes-balears|2022|caso-7|162,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":147,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,147,,server_error,,5787,5823,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,104,49f9ceb61b4a9620b4528071ed9a2e1ecfd6d4b041b5b333fe1b2f831bb4e01e,6b96a013d14217961286ea974d5fa8e798b0f58e8de51de1d25c5953e26cce44,17842433680089d1d94e88cef72ad7cceed427d4f9c5adacd520e8beb01f6474,0bed0da6329fe1de44246c9743dfd7443f82311e22adcc2d9c783fd1615f0256
tailscale_medical_rag|A|b159|illes-balears|2022|caso-7|162|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b159,illes-balears|2022|caso-7|162,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":249,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,249,,server_error,,5787,5823,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,104,49f9ceb61b4a9620b4528071ed9a2e1ecfd6d4b041b5b333fe1b2f831bb4e01e,6b96a013d14217961286ea974d5fa8e798b0f58e8de51de1d25c5953e26cce44,a17cb8f28908f1ccfaf80eee8fa07bb94b8656e7de38c16b205ab5b0d8c56017,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b159|illes-balears|2022|caso-7|162|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b159,illes-balears|2022|caso-7|162,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":137,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":64,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":94,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":193,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,193,,server_error,,5787,5823,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,104,49f9ceb61b4a9620b4528071ed9a2e1ecfd6d4b041b5b333fe1b2f831bb4e01e,6b96a013d14217961286ea974d5fa8e798b0f58e8de51de1d25c5953e26cce44,e56be96636154bdd8a66a3f8bf3d3366c78ede6bd8bed6c9bfaf41d8a4ec1636,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b160|illes-balears|2022|caso-7|163|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b160,illes-balears|2022|caso-7|163,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":136,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":147,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,147,,server_error,,5637,5673,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,105,3e66e55dc94193f381793d9a36146884463edc0e6e725c0b28ec901ed30cf22d,2f11cae4dbd5b04f290e7c9d9dae4bf35a134a5db078ecc75fe74a4909082802,5eb09ee12250b9833dd341513fe525a4828385451a976200e72416a1d164859d,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b160|illes-balears|2022|caso-7|163|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b160,illes-balears|2022|caso-7|163,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":151,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,151,,server_error,,5637,5673,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,105,3e66e55dc94193f381793d9a36146884463edc0e6e725c0b28ec901ed30cf22d,2f11cae4dbd5b04f290e7c9d9dae4bf35a134a5db078ecc75fe74a4909082802,987d3c497487d5455c203360f077df57707fba0ed2c19436b6fce691499769d5,0bed0da6329fe1de44246c9743dfd7443f82311e22adcc2d9c783fd1615f0256
tailscale_medical_rag|A|b160|illes-balears|2022|caso-7|163|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b160,illes-balears|2022|caso-7|163,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":251,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,251,,server_error,,5637,5673,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,105,3e66e55dc94193f381793d9a36146884463edc0e6e725c0b28ec901ed30cf22d,2f11cae4dbd5b04f290e7c9d9dae4bf35a134a5db078ecc75fe74a4909082802,35c0984ce6a2c5313e9c236b6d1f834235a1db23ef748623099b5409e4c44606,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b160|illes-balears|2022|caso-7|163|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b160,illes-balears|2022|caso-7|163,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":137,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":137,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":92,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":177,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,177,,server_error,,5637,5673,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,105,3e66e55dc94193f381793d9a36146884463edc0e6e725c0b28ec901ed30cf22d,2f11cae4dbd5b04f290e7c9d9dae4bf35a134a5db078ecc75fe74a4909082802,818842b7f99455e499423e1430d4331a91eb8bf1450269dd8a0229b11f9f47bd,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b161|illes-balears|2022|caso-7|164|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b161,illes-balears|2022|caso-7|164,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":135,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":144,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,144,,server_error,,5713,5749,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,106,545698a1d3149937c1373c9f2469db92c34653d2866e0412bf96c3132c13279f,31f1e5a12c769c33a1684df1fe19ffd46c8a6bb4fa85e0649787bfd915394a88,c774191c5bd2e99f8eee9a82c4b06ecb5bcd3e41cda4ee1eec72081d89ea5138,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b161|illes-balears|2022|caso-7|164|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b161,illes-balears|2022|caso-7|164,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":147,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,147,,server_error,,5713,5749,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,106,545698a1d3149937c1373c9f2469db92c34653d2866e0412bf96c3132c13279f,31f1e5a12c769c33a1684df1fe19ffd46c8a6bb4fa85e0649787bfd915394a88,6f52c87562a88ee2f7904eb2e9295108d898943ea17afa7630eb3d377122fc8f,0bed0da6329fe1de44246c9743dfd7443f82311e22adcc2d9c783fd1615f0256
tailscale_medical_rag|A|b161|illes-balears|2022|caso-7|164|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b161,illes-balears|2022|caso-7|164,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":250,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,250,,server_error,,5713,5749,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,106,545698a1d3149937c1373c9f2469db92c34653d2866e0412bf96c3132c13279f,31f1e5a12c769c33a1684df1fe19ffd46c8a6bb4fa85e0649787bfd915394a88,e92eef8eca172682a9f1d984c02a8e4768d28b5ade4a3551296296143e0db4fa,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b161|illes-balears|2022|caso-7|164|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b161,illes-balears|2022|caso-7|164,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":128,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":133,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":87,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":149,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,149,,server_error,,5713,5749,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,106,545698a1d3149937c1373c9f2469db92c34653d2866e0412bf96c3132c13279f,31f1e5a12c769c33a1684df1fe19ffd46c8a6bb4fa85e0649787bfd915394a88,081504ed0ec714f2b134aae8ae8904cc2deadef72d5f5d79781f4c01c04a8754,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b163|illes-balears|2022|caso-7|166|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b163,illes-balears|2022|caso-7|166,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":132,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":142,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,142,,server_error,,5709,5745,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,107,276883203719f40ce3a4e84c4f79b18f9e0f16c1a69b68ea5154c0b1688972a0,e7d088d0b2885cbed7bc31bdbfb945df915e902dd321627368c56c5129b7578c,d627dd21656f2011c9cde2cb3256bb60409acdaf437ead7bae9b09a04e799b21,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
